"安装日期","生命周期","国家","应用","版本","买量渠道","注册用户","广告类型","变现渠道","曝光人数","曝光次数","广告收益","点击次数"
2026-07-28,"5",dz,RM12,"1.0.5",facebook,,nav,admob,21,43,0.1061991970,14
2026-07-28,"7",dz,RM12,"1.0.5",facebook,,nav,admob,11,29,0.0759926580,11
2026-07-28,"4",dz,RM12,"1.0.5",facebook,,nav,admob,12,33,0.0346164660,4
2026-07-28,"0",dz,RM12,"1.0.5",facebook,,nav,admob,420,1012,6.4937464162,388
2026-07-28,"3",dz,RM12,"1.0.5",facebook,,nav,admob,19,38,0.0203284760,5
2026-07-28,"2",dz,RM12,"1.0.5",facebook,,nav,admob,38,84,0.2285352070,25
2026-07-28,"0",dz,RM12,"1.0.5",facebook,,nav,audience-network,448,878,6.0986460163,545
2026-07-28,"4",dz,RM12,"1.0.5",facebook,,nav,audience-network,10,25,0.0731857684,11
2026-07-28,"1",dz,RM12,"1.0.5",facebook,,nav,audience-network,55,115,0.1531087110,37
2026-07-28,"3",dz,RM12,"1.0.5",facebook,,nav,audience-network,11,14,0.0152961649,2
2026-07-28,"2",dz,RM12,"1.0.5",facebook,,nav,audience-network,23,48,0.0637370124,13
2026-07-28,ALL,ec,RM12,"1.0.6",facebook,11,ALL,ALL,4,9,0.0521931275,4
2026-07-28,ALL,ec,RM12,"1.0.5",unknown,14,ALL,ALL,7,9,0.1291558920,2
2026-07-28,ALL,ec,RM12,"1.0.5",facebook,415,ALL,ALL,340,2087,37.3329086610,1012
2026-07-28,"2",ec,RM12,"1.0.5",facebook,,int,admob,10,19,0.1500633060,17
2026-07-28,"1",ec,RM12,"1.0.5",facebook,,int,admob,20,72,0.2406984300,13
2026-07-28,"0",ec,RM12,"1.0.5",facebook,,int,admob,110,291,2.2255420320,108
2026-07-28,"1",ec,RM12,"1.0.5",facebook,,int,audience-network,15,35,0.1950017848,11
2026-07-28,"0",ec,RM12,"1.0.5",facebook,,int,audience-network,95,160,2.0144155923,55
2026-07-28,"0",ec,RM12,"1.0.5",facebook,,int,mintegral,29,47,0.0973058241,30
2026-07-28,"0",ec,RM12,"1.0.5",facebook,,int,vungle,14,15,0.0652270644,8
2026-07-28,"1",ec,RM12,"1.0.5",facebook,,nav,admob,32,90,0.4854724230,17
2026-07-28,"3",ec,RM12,"1.0.5",facebook,,nav,admob,11,14,0.1557347540,3
2026-07-28,"0",ec,RM12,"1.0.5",facebook,,nav,admob,171,309,8.6160381339,186
2026-07-28,"0",ec,RM12,"1.0.5",facebook,,nav,audience-network,252,566,19.8222809904,352
2026-07-28,"3",ec,RM12,"1.0.5",facebook,,nav,audience-network,11,15,0.1083713579,2
2026-07-28,"1",ec,RM12,"1.0.5",facebook,,nav,audience-network,39,86,1.0135245314,24
2026-07-28,"2",ec,RM12,"1.0.5",facebook,,nav,audience-network,20,38,0.5198040609,12
2026-07-28,ALL,es,RM12,"1.0.5",facebook,373,ALL,ALL,326,2325,126.0978501277,1152
2026-07-28,ALL,es,RM12,"1.0.6",facebook,15,ALL,ALL,9,96,0.3088091993,14
2026-07-28,"1",es,RM12,"1.0.5",facebook,,int,admob,22,59,0.6956364240,30
2026-07-28,"5",es,RM12,"1.0.5",facebook,,int,admob,11,22,0.2764649630,3
2026-07-28,"4",es,RM12,"1.0.5",facebook,,int,admob,13,23,0.2195458620,6
2026-07-28,"2",es,RM12,"1.0.5",facebook,,int,admob,13,25,0.4151269600,7
2026-07-28,"3",es,RM12,"1.0.5",facebook,,int,admob,11,31,0.5652674580,12
2026-07-28,"0",es,RM12,"1.0.5",facebook,,int,admob,110,277,6.3813268500,146
2026-07-28,"1",es,RM12,"1.0.5",facebook,,int,audience-network,17,62,1.0444774187,36
2026-07-28,"2",es,RM12,"1.0.5",facebook,,int,audience-network,14,27,0.9194027620,7
2026-07-28,"0",es,RM12,"1.0.5",facebook,,int,audience-network,110,245,9.2605047713,92
2026-07-28,"4",es,RM12,"1.0.5",facebook,,int,audience-network,10,14,0.5000664429,10
2026-07-28,"3",es,RM12,"1.0.5",facebook,,int,audience-network,11,23,1.1514276733,12
2026-07-28,"0",es,RM12,"1.0.5",facebook,,int,mintegral,20,36,0.2328887012,24
2026-07-28,"0",es,RM12,"1.0.5",facebook,,int,vungle,23,42,0.3182135615,38
2026-07-28,"4",es,RM12,"1.0.5",facebook,,nav,admob,14,21,0.4062861060,7
2026-07-28,"0",es,RM12,"1.0.5",facebook,,nav,admob,143,311,15.9134213126,136
2026-07-28,"5",es,RM12,"1.0.5",facebook,,nav,admob,11,24,0.5888491780,4
2026-07-28,"3",es,RM12,"1.0.5",facebook,,nav,admob,19,26,0.8439652940,9
2026-07-28,"2",es,RM12,"1.0.5",facebook,,nav,admob,18,50,0.6954091230,7
2026-07-28,"1",es,RM12,"1.0.5",facebook,,nav,admob,26,51,1.0238137900,11
2026-07-28,"5",es,RM12,"1.0.5",facebook,,nav,audience-network,13,16,0.6744349026,3
2026-07-28,"4",es,RM12,"1.0.5",facebook,,nav,audience-network,11,23,1.1523837681,7
2026-07-28,"3",es,RM12,"1.0.5",facebook,,nav,audience-network,13,22,0.9120871864,17
2026-07-28,"0",es,RM12,"1.0.5",facebook,,nav,audience-network,247,639,75.7486714236,414
2026-07-28,"1",es,RM12,"1.0.5",facebook,,nav,audience-network,31,50,2.5990648903,10
2026-07-28,"2",es,RM12,"1.0.5",facebook,,nav,audience-network,20,39,2.2829617193,15
2026-07-28,ALL,et,RM12,"1.0.5",facebook,13,ALL,ALL,11,26,0.7192177783,26
2026-07-28,ALL,fj,RM12,"1.0.5",facebook,71,ALL,ALL,60,216,2.6402725087,135
2026-07-28,"0",fj,RM12,"1.0.5",facebook,,int,admob,35,53,0.5754703910,18
2026-07-28,"0",fj,RM12,"1.0.5",facebook,,nav,admob,37,53,0.9084492890,31
2026-07-28,"0",fj,RM12,"1.0.5",facebook,,nav,audience-network,38,60,0.7441503628,55
2026-07-28,ALL,fr,RM12,"1.0.5",facebook,131,ALL,ALL,96,348,5.0555610436,166
2026-07-28,"0",fr,RM12,"1.0.5",facebook,,int,admob,32,46,0.4523531020,9
2026-07-28,"0",fr,RM12,"1.0.5",facebook,,int,audience-network,24,32,0.3851666343,17
2026-07-28,"0",fr,RM12,"1.0.5",facebook,,int,mintegral,18,32,0.1212261910,33
2026-07-28,"0",fr,RM12,"1.0.5",facebook,,nav,admob,41,58,0.9087595626,20
2026-07-28,"0",fr,RM12,"1.0.5",facebook,,nav,audience-network,46,77,2.7361822279,64
2026-07-28,"0",fr,RM12,"1.0.5",facebook,,open,admob,13,17,0.1672606570,3
2026-07-28,ALL,gb,RM12,"1.0.5",facebook,79,ALL,ALL,42,87,3.4715015437,61
2026-07-28,"0",gb,RM12,"1.0.5",facebook,,int,admob,10,12,0.3986534590,7
2026-07-28,"0",gb,RM12,"1.0.5",facebook,,nav,admob,15,20,0.9144680660,22
2026-07-28,ALL,ge,RM12,"1.0.5",facebook,82,ALL,ALL,79,560,14.4504182480,295
2026-07-28,"0",ge,RM12,"1.0.5",facebook,,int,admob,45,90,1.2643519300,17
2026-07-28,"0",ge,RM12,"1.0.5",facebook,,int,audience-network,22,51,0.3096321413,11
2026-07-28,"0",ge,RM12,"1.0.5",facebook,,int,mintegral,11,15,0.0683210746,11
2026-07-28,"0",ge,RM12,"1.0.5",facebook,,int,vungle,10,21,0.1043270135,10
2026-07-28,"1",ge,RM12,"1.0.5",facebook,,nav,admob,11,18,0.2169904910,4
2026-07-28,"0",ge,RM12,"1.0.5",facebook,,nav,admob,65,118,5.5499158050,112
2026-07-28,"0",ge,RM12,"1.0.5",facebook,,nav,audience-network,57,120,4.8651091075,78
2026-07-28,ALL,gh,RM12,"1.0.5",Google Organic Search,50,ALL,ALL,0,0,0.0000000000,0
2026-07-28,ALL,gh,RM12,"1.0.6",facebook,11,ALL,ALL,4,24,0.1472168407,3
2026-07-28,ALL,gh,RM12,"1.0.5",facebook,1163,ALL,ALL,1007,7548,127.8705028728,3737
2026-07-28,ALL,gh,RM12,"1.0.5",unknown,32,ALL,ALL,23,171,1.8026847083,76
2026-07-28,"0",gh,RM12,"1.0.5",unknown,,int,admob,11,23,0.5014548990,4
2026-07-28,"6",gh,RM12,"1.0.5",facebook,,int,admob,16,44,0.2960718800,12
2026-07-28,"2",gh,RM12,"1.0.5",facebook,,int,admob,34,148,0.8448361066,39
2026-07-28,"1",gh,RM12,"1.0.5",facebook,,int,admob,75,280,1.8209792610,85
2026-07-28,"4",gh,RM12,"1.0.5",facebook,,int,admob,21,52,0.4613069804,21
2026-07-28,"5",gh,RM12,"1.0.5",facebook,,int,admob,15,43,0.2533995500,10
2026-07-28,"7",gh,RM12,"1.0.5",facebook,,int,admob,19,83,0.5818135010,32
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,int,admob,551,1408,22.0072575093,492
2026-07-28,"3",gh,RM12,"1.0.5",facebook,,int,admob,22,88,0.5999396820,10
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,int,audience-network,364,838,10.9592755624,349
2026-07-28,"7",gh,RM12,"1.0.5",facebook,,int,audience-network,11,49,0.2341514215,15
2026-07-28,"4",gh,RM12,"1.0.5",facebook,,int,audience-network,13,30,0.1165269194,10
2026-07-28,"3",gh,RM12,"1.0.5",facebook,,int,audience-network,21,58,0.3337338515,23
2026-07-28,"2",gh,RM12,"1.0.5",facebook,,int,audience-network,27,136,0.4926706121,66
2026-07-28,"1",gh,RM12,"1.0.5",facebook,,int,audience-network,59,132,0.8363267493,64
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,int,fyber,13,15,0.1380000000,32
2026-07-28,"2",gh,RM12,"1.0.5",facebook,,int,mintegral,16,27,0.0767042775,10
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,int,mintegral,105,156,0.6815568825,97
2026-07-28,"1",gh,RM12,"1.0.5",facebook,,int,mintegral,24,47,0.1691932754,33
2026-07-28,"1",gh,RM12,"1.0.5",facebook,,int,vungle,13,21,0.0474030460,34
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,int,vungle,30,46,0.1356487216,34
2026-07-28,"2",gh,RM12,"1.0.5",facebook,,nav,admob,39,171,0.8962611120,50
2026-07-28,"3",gh,RM12,"1.0.5",facebook,,nav,admob,29,76,0.6016553012,26
2026-07-28,"7",gh,RM12,"1.0.5",facebook,,nav,admob,20,58,0.3917864949,34
2026-07-28,"4",gh,RM12,"1.0.5",facebook,,nav,admob,19,35,0.2450590700,9
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,nav,admob,574,1330,35.3511069668,791
2026-07-28,"5",gh,RM12,"1.0.5",facebook,,nav,admob,15,40,0.4639247890,12
2026-07-28,"6",gh,RM12,"1.0.5",facebook,,nav,admob,18,59,0.4897249827,21
2026-07-28,"1",gh,RM12,"1.0.5",facebook,,nav,admob,81,231,1.8473791005,68
2026-07-28,"2",gh,RM12,"1.0.5",facebook,,nav,audience-network,36,89,0.5582276116,22
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,nav,audience-network,668,1327,42.0782769945,1023
2026-07-28,"4",gh,RM12,"1.0.5",facebook,,nav,audience-network,14,16,0.1007452933,4
2026-07-28,"1",gh,RM12,"1.0.5",facebook,,nav,audience-network,79,150,1.7808274379,72
2026-07-28,"3",gh,RM12,"1.0.5",facebook,,nav,audience-network,18,36,0.3898892717,16
2026-07-28,"7",gh,RM12,"1.0.5",facebook,,nav,audience-network,16,27,0.5214384758,6
2026-07-28,"0",gh,RM12,"1.0.5",facebook,,open,admob,24,34,0.2216109380,17
2026-07-28,ALL,gm,RM12,"1.0.5",facebook,89,ALL,ALL,82,320,3.2327978399,256
2026-07-28,"0",gm,RM12,"1.0.5",facebook,,int,admob,33,47,0.4496552610,24
2026-07-28,"0",gm,RM12,"1.0.5",facebook,,int,audience-network,24,33,0.2058307265,29
2026-07-28,"0",gm,RM12,"1.0.5",facebook,,int,mintegral,14,17,0.0598662650,11
2026-07-28,"0",gm,RM12,"1.0.5",facebook,,nav,admob,49,81,0.9568707042,72
2026-07-28,"0",gm,RM12,"1.0.5",facebook,,nav,audience-network,51,105,1.3363211658,97
2026-07-28,ALL,gn,RM12,"1.0.5",facebook,167,ALL,ALL,134,475,6.0810777046,360
2026-07-28,"0",gn,RM12,"1.0.5",facebook,,int,admob,81,138,1.3206913940,61
2026-07-28,"0",gn,RM12,"1.0.5",facebook,,int,audience-network,34,44,0.4161762213,25
2026-07-28,"0",gn,RM12,"1.0.5",facebook,,nav,admob,74,132,1.8297971751,123
2026-07-28,"0",gn,RM12,"1.0.5",facebook,,nav,audience-network,67,105,2.0098110978,108
2026-07-28,ALL,gq,RM12,"1.0.5",facebook,11,ALL,ALL,10,38,0.6180391279,28
2026-07-28,ALL,gr,RM12,"1.0.5",facebook,27,ALL,ALL,20,197,7.6418044070,85
2026-07-28,"0",gr,RM12,"1.0.5",facebook,,nav,admob,10,24,1.1542438790,4
2026-07-28,"0",gr,RM12,"1.0.5",facebook,,nav,audience-network,18,51,4.5844844697,45
2026-07-28,ALL,gt,RM12,"1.0.5",unknown,20,ALL,ALL,12,23,0.3175090792,14
2026-07-28,ALL,gt,RM12,"1.0.5",Google Organic Search,19,ALL,ALL,0,0,0.0000000000,0
2026-07-28,ALL,gt,RM12,"1.0.6",facebook,15,ALL,ALL,11,33,0.1582597012,3
2026-07-28,ALL,gt,RM12,"1.0.5",facebook,616,ALL,ALL,520,4152,53.9714864262,1492
2026-07-28,"6",gt,RM12,"1.0.5",facebook,,int,admob,22,101,0.1156948230,18
2026-07-28,"5",gt,RM12,"1.0.5",facebook,,int,admob,26,55,0.1642311450,7
2026-07-28,"7",gt,RM12,"1.0.5",facebook,,int,admob,14,53,0.0955524220,2
2026-07-28,"2",gt,RM12,"1.0.5",facebook,,int,admob,34,179,0.2936188290,12
2026-07-28,"0",gt,RM12,"1.0.5",facebook,,int,admob,214,602,5.7543559990,164
2026-07-28,"4",gt,RM12,"1.0.5",facebook,,int,admob,22,72,0.1141470940,18
2026-07-28,"3",gt,RM12,"1.0.5",facebook,,int,admob,26,115,0.3517063510,9
2026-07-28,"1",gt,RM12,"1.0.5",facebook,,int,admob,56,201,0.6600923654,31
2026-07-28,"4",gt,RM12,"1.0.5",facebook,,int,audience-network,12,28,0.1292589644,21
2026-07-28,"3",gt,RM12,"1.0.5",facebook,,int,audience-network,17,36,0.2076849617,12
2026-07-28,"5",gt,RM12,"1.0.5",facebook,,int,audience-network,13,23,0.1671717971,5
2026-07-28,"6",gt,RM12,"1.0.5",facebook,,int,audience-network,14,33,0.1088759113,7
2026-07-28,"1",gt,RM12,"1.0.5",facebook,,int,audience-network,36,69,0.4889125714,16
2026-07-28,"2",gt,RM12,"1.0.5",facebook,,int,audience-network,24,47,0.4130565738,29
2026-07-28,"0",gt,RM12,"1.0.5",facebook,,int,audience-network,182,300,3.2802179063,103
2026-07-28,"2",gt,RM12,"1.0.5",facebook,,int,mintegral,10,11,0.0215416079,2
2026-07-28,"1",gt,RM12,"1.0.5",facebook,,int,mintegral,11,13,0.0111656021,6
2026-07-28,"0",gt,RM12,"1.0.5",facebook,,int,mintegral,34,37,0.0839324585,22
2026-07-28,"0",gt,RM12,"1.0.5",facebook,,int,vungle,30,39,0.3586291262,29
2026-07-28,"5",gt,RM12,"1.0.5",facebook,,nav,admob,21,26,0.1484870830,4
2026-07-28,"4",gt,RM12,"1.0.5",facebook,,nav,admob,24,55,0.2900386860,6
2026-07-28,"7",gt,RM12,"1.0.5",facebook,,nav,admob,11,21,0.0753228430,1
2026-07-28,"3",gt,RM12,"1.0.5",facebook,,nav,admob,26,43,0.2171047460,9
2026-07-28,"1",gt,RM12,"1.0.5",facebook,,nav,admob,49,100,0.7575272390,23
2026-07-28,"2",gt,RM12,"1.0.5",facebook,,nav,admob,40,68,0.7907560745,9
2026-07-28,"0",gt,RM12,"1.0.5",facebook,,nav,admob,292,608,16.0436997779,290
2026-07-28,"6",gt,RM12,"1.0.5",facebook,,nav,admob,23,48,0.2241425590,7
2026-07-28,"4",gt,RM12,"1.0.5",facebook,,nav,audience-network,12,17,0.0742935893,5
2026-07-28,"5",gt,RM12,"1.0.5",facebook,,nav,audience-network,15,26,0.2969124462,14
2026-07-28,"6",gt,RM12,"1.0.5",facebook,,nav,audience-network,16,28,0.0460054200,12
2026-07-28,"0",gt,RM12,"1.0.5",facebook,,nav,audience-network,358,734,20.1297323203,470
2026-07-28,"3",gt,RM12,"1.0.5",facebook,,nav,audience-network,22,43,0.2396385759,18
2026-07-28,"2",gt,RM12,"1.0.5",facebook,,nav,audience-network,28,79,0.3375041073,7
2026-07-28,"1",gt,RM12,"1.0.5",facebook,,nav,audience-network,59,113,1.2464974826,39
2026-07-28,ALL,gw,RM12,"1.0.5",facebook,23,ALL,ALL,20,90,0.8808076978,77
2026-07-28,"0",gw,RM12,"1.0.5",facebook,,int,admob,12,18,0.1006320170,10
2026-07-28,"0",gw,RM12,"1.0.5",facebook,,nav,admob,14,32,0.4131526850,26
2026-07-28,"0",gw,RM12,"1.0.5",facebook,,nav,audience-network,12,24,0.2545567653,31
2026-07-28,ALL,gy,RM12,"1.0.5",facebook,60,ALL,ALL,56,183,2.9387795446,130
2026-07-28,"0",gy,RM12,"1.0.5",facebook,,int,admob,24,30,0.3563120470,15
2026-07-28,"0",gy,RM12,"1.0.5",facebook,,int,audience-network,19,25,0.3556555346,13
2026-07-28,"0",gy,RM12,"1.0.5",facebook,,nav,admob,27,36,0.4486430246,28
2026-07-28,"0",gy,RM12,"1.0.5",facebook,,nav,audience-network,32,53,1.3042827335,46
2026-07-28,ALL,hk,RM12,"1.0.5",facebook,37,ALL,ALL,34,453,11.3019374122,85
2026-07-28,"0",hk,RM12,"1.0.5",facebook,,int,admob,20,45,1.0692949810,5
2026-07-28,"0",hk,RM12,"1.0.5",facebook,,nav,admob,22,58,2.9678076950,17
2026-07-28,"0",hk,RM12,"1.0.5",facebook,,nav,audience-network,23,52,3.7387560781,21
2026-07-28,ALL,hn,RM12,"1.0.5",facebook,426,ALL,ALL,355,2261,35.6449362622,1134
2026-07-28,ALL,hn,RM12,"1.0.6",facebook,10,ALL,ALL,4,14,0.0218103955,2
2026-07-28,ALL,hn,RM12,"1.0.5",unknown,14,ALL,ALL,8,172,0.2820689882,15
2026-07-28,"2",hn,RM12,"1.0.5",facebook,,int,admob,16,34,0.1636872370,4
2026-07-28,"1",hn,RM12,"1.0.5",facebook,,int,admob,25,84,0.5674735910,28
2026-07-28,"0",hn,RM12,"1.0.5",facebook,,int,admob,175,357,4.8056647000,119
2026-07-28,"0",hn,RM12,"1.0.5",facebook,,int,audience-network,121,213,2.2695712321,81
2026-07-28,"1",hn,RM12,"1.0.5",facebook,,int,audience-network,23,68,0.4919894349,37
2026-07-28,"0",hn,RM12,"1.0.5",facebook,,int,mintegral,22,23,0.0568285582,13
2026-07-28,"0",hn,RM12,"1.0.5",facebook,,int,vungle,25,32,0.1444178002,30
2026-07-28,"3",hn,RM12,"1.0.5",facebook,,nav,admob,15,23,0.2268199120,8
2026-07-28,"2",hn,RM12,"1.0.5",facebook,,nav,admob,18,34,0.4314641000,9
2026-07-28,"0",hn,RM12,"1.0.5",facebook,,nav,admob,203,362,9.3294134858,206
2026-07-28,"1",hn,RM12,"1.0.5",facebook,,nav,admob,39,78,0.8954102140,45
2026-07-28,"1",hn,RM12,"1.0.5",facebook,,nav,audience-network,27,52,0.6938013381,31
2026-07-28,"2",hn,RM12,"1.0.5",facebook,,nav,audience-network,10,17,0.0809490867,6
2026-07-28,"0",hn,RM12,"1.0.5",facebook,,nav,audience-network,223,495,14.0502789648,355
2026-07-28,ALL,ht,RM12,"1.0.5",facebook,28,ALL,ALL,25,84,2.0802270025,41
2026-07-28,"0",ht,RM12,"1.0.5",facebook,,int,admob,14,19,0.4230514430,5
2026-07-28,"0",ht,RM12,"1.0.5",facebook,,int,audience-network,10,14,0.1785310716,7
2026-07-28,"0",ht,RM12,"1.0.5",facebook,,nav,admob,17,26,1.0103651912,17
2026-07-28,"0",ht,RM12,"1.0.5",facebook,,nav,audience-network,13,17,0.4193641741,9
2026-07-28,ALL,hu,RM12,"1.0.5",facebook,29,ALL,ALL,24,163,8.4883821691,62
2026-07-28,"0",hu,RM12,"1.0.5",facebook,,nav,audience-network,22,46,6.0780787908,24
2026-07-28,ALL,id,RM12,"1.0.5",Google Organic Search,20,ALL,ALL,0,0,0.0000000000,0
2026-07-28,ALL,id,RM12,"1.0.5",unknown,17,ALL,ALL,9,21,0.4580813697,12
2026-07-28,ALL,id,RM12,"1.0.5",facebook,539,ALL,ALL,476,4332,47.8626284367,1834
2026-07-28,"0",id,RM12,"1.0.5",facebook,,int,admob,213,522,5.1864254592,128
2026-07-28,"4",id,RM12,"1.0.5",facebook,,int,admob,14,54,0.1108328640,16
2026-07-28,"1",id,RM12,"1.0.5",facebook,,int,admob,31,90,0.4395580610,17
2026-07-28,"2",id,RM12,"1.0.5",facebook,,int,admob,18,42,0.1746256570,10
2026-07-28,"3",id,RM12,"1.0.5",facebook,,int,admob,12,56,0.1563451460,9
2026-07-28,"1",id,RM12,"1.0.5",facebook,,int,audience-network,17,39,0.1736048165,18
2026-07-28,"0",id,RM12,"1.0.5",facebook,,int,audience-network,157,327,3.0837112905,143
2026-07-28,"2",id,RM12,"1.0.5",facebook,,int,audience-network,11,41,0.1350188402,35
2026-07-28,"1",id,RM12,"1.0.5",facebook,,int,mintegral,20,29,0.0997118364,17
2026-07-28,"0",id,RM12,"1.0.5",facebook,,int,mintegral,75,109,0.4501035519,75
2026-07-28,"2",id,RM12,"1.0.5",facebook,,int,pangle,12,38,0.1230345300,12
2026-07-28,"4",id,RM12,"1.0.5",facebook,,int,pangle,13,38,0.1119751600,19
2026-07-28,"1",id,RM12,"1.0.5",facebook,,int,pangle,22,85,0.4260895200,39
2026-07-28,"0",id,RM12,"1.0.5",facebook,,int,pangle,80,221,1.8219693566,167
2026-07-28,"0",id,RM12,"1.0.5",facebook,,int,vungle,33,66,0.1548078131,40
2026-07-28,"6",id,RM12,"1.0.5",facebook,,nav,admob,12,59,0.0925429770,18
2026-07-28,"4",id,RM12,"1.0.5",facebook,,nav,admob,20,57,0.3053362287,13
2026-07-28,"5",id,RM12,"1.0.5",facebook,,nav,admob,16,55,0.1868182546,4
2026-07-28,"1",id,RM12,"1.0.5",facebook,,nav,admob,50,154,1.4235935578,24
2026-07-28,"3",id,RM12,"1.0.5",facebook,,nav,admob,18,55,0.2280085100,20
2026-07-28,"0",id,RM12,"1.0.5",facebook,,nav,admob,296,943,12.5701239074,363
2026-07-28,"2",id,RM12,"1.0.5",facebook,,nav,admob,21,69,0.4303614440,20
2026-07-28,"5",id,RM12,"1.0.5",facebook,,nav,audience-network,11,30,0.2234298987,13
2026-07-28,"1",id,RM12,"1.0.5",facebook,,nav,audience-network,36,53,0.6149274200,20
2026-07-28,"0",id,RM12,"1.0.5",facebook,,nav,audience-network,311,712,17.5412249087,436
2026-07-28,"3",id,RM12,"1.0.5",facebook,,nav,audience-network,12,13,0.1442042141,6
2026-07-28,"2",id,RM12,"1.0.5",facebook,,nav,audience-network,15,23,0.1128273407,2
2026-07-28,"4",id,RM12,"1.0.5",facebook,,nav,audience-network,11,15,0.1114506120,5
2026-07-28,ALL,ie,RM12,"1.0.5",facebook,54,ALL,ALL,47,217,23.8684879744,108
2026-07-28,"0",ie,RM12,"1.0.5",facebook,,int,admob,22,34,1.2045729660,11
2026-07-28,"0",ie,RM12,"1.0.5",facebook,,int,audience-network,14,30,8.2184473674,12
2026-07-28,"0",ie,RM12,"1.0.5",facebook,,nav,admob,27,44,3.1327970280,21
2026-07-28,"0",ie,RM12,"1.0.5",facebook,,nav,audience-network,24,53,7.7028517039,43
2026-07-28,ALL,il,RM12,"1.0.5",facebook,150,ALL,ALL,134,908,47.0769185331,327
2026-07-28,"0",il,RM12,"1.0.5",facebook,,int,admob,64,121,4.7343928240,34
2026-07-28,"0",il,RM12,"1.0.5",facebook,,int,audience-network,48,114,2.4040776765,22
2026-07-28,"0",il,RM12,"1.0.5",facebook,,int,pangle,10,26,0.5131421200,19
2026-07-28,"0",il,RM12,"1.0.5",facebook,,int,vungle,42,53,1.5399656723,42
2026-07-28,"0",il,RM12,"1.0.5",facebook,,nav,admob,67,121,8.3616741120,36
2026-07-28,"1",il,RM12,"1.0.5",facebook,,nav,admob,13,22,0.5187113690,3
2026-07-28,"0",il,RM12,"1.0.5",facebook,,nav,audience-network,104,233,25.0461135068,112
2026-07-28,ALL,iq,RM12,"1.0.5",facebook,108,ALL,ALL,88,706,5.0109931793,239
2026-07-28,"0",iq,RM12,"1.0.5",facebook,,int,admob,51,148,0.8276774060,42
2026-07-28,"0",iq,RM12,"1.0.5",facebook,,int,audience-network,34,83,0.4949366306,34
2026-07-28,"1",iq,RM12,"1.0.5",facebook,,nav,admob,10,28,0.1154342950,6
2026-07-28,"0",iq,RM12,"1.0.5",facebook,,nav,admob,54,173,1.5984564050,39
2026-07-28,"0",iq,RM12,"1.0.5",facebook,,nav,audience-network,65,165,1.7276119104,79
2026-07-28,ALL,it,RM12,"1.0.5",facebook,239,ALL,ALL,209,1174,69.1211954780,492
2026-07-28,"0",it,RM12,"1.0.5",facebook,,int,admob,91,170,3.9842339790,62
2026-07-28,"1",it,RM12,"1.0.5",facebook,,int,admob,11,25,0.3546662690,4
2026-07-28,"0",it,RM12,"1.0.5",facebook,,int,audience-network,55,119,4.0927178204,30
2026-07-28,"0",it,RM12,"1.0.5",facebook,,int,mintegral,20,25,0.1576316987,9
2026-07-28,"0",it,RM12,"1.0.5",facebook,,int,vungle,17,23,0.3651296236,15
2026-07-28,"1",it,RM12,"1.0.5",facebook,,nav,admob,16,23,0.9858926070,9
2026-07-28,"0",it,RM12,"1.0.5",facebook,,nav,admob,98,163,7.6849817610,62
2026-07-28,"0",it,RM12,"1.0.5",facebook,,nav,audience-network,155,391,43.9312188843,231
2026-07-28,"2",it,RM12,"1.0.5",facebook,,nav,audience-network,10,22,1.3249211776,7
2026-07-28,"1",it,RM12,"1.0.5",facebook,,nav,audience-network,19,31,1.7950519661,9
2026-07-28,ALL,jm,RM12,"1.0.5",facebook,169,ALL,ALL,145,997,37.8545708109,359
2026-07-28,"0",jm,RM12,"1.0.5",facebook,,int,admob,59,119,1.5201572956,29
2026-07-28,"1",jm,RM12,"1.0.5",facebook,,int,admob,10,16,0.0679091830,2
2026-07-28,"0",jm,RM12,"1.0.5",facebook,,int,audience-network,44,78,1.2260969467,29
2026-07-28,"0",jm,RM12,"1.0.5",facebook,,int,mintegral,10,10,0.0289718876,7
2026-07-28,"0",jm,RM12,"1.0.5",facebook,,nav,admob,61,107,4.4600356906,62
2026-07-28,"0",jm,RM12,"1.0.5",facebook,,nav,audience-network,105,271,26.2862821799,121
2026-07-28,"2",jm,RM12,"1.0.5",facebook,,nav,audience-network,11,23,0.3212893150,5
2026-07-28,"1",jm,RM12,"1.0.5",facebook,,nav,audience-network,15,45,0.6565992127,10
2026-07-28,ALL,jo,RM12,"1.0.6",facebook,13,ALL,ALL,2,5,0.0057122587,1
2026-07-28,ALL,jo,RM12,"1.0.5",facebook,456,ALL,ALL,411,3967,30.2225602826,1444
2026-07-28,"4",jo,RM12,"1.0.5",facebook,,int,admob,16,32,0.0243628660,6
2026-07-28,"3",jo,RM12,"1.0.5",facebook,,int,admob,26,62,0.0618718670,10
2026-07-28,"2",jo,RM12,"1.0.5",facebook,,int,admob,22,47,0.0511408940,3
2026-07-28,"1",jo,RM12,"1.0.5",facebook,,int,admob,47,141,0.2689025370,19
2026-07-28,"0",jo,RM12,"1.0.5",facebook,,int,admob,222,604,1.3060879080,97
