"日期","国家","应用","渠道","版本","注册用户","广告场景","曝光人数","曝光次数","广告收益","点击次数"
2026-05-28,cr,RM06B,facebook,"1.3.5",74,splcp,27,38,0.6977500000,8
2026-05-28,cr,RM06B,facebook,"1.3.5",74,xzcp,11,31,0.4007500000,8
2026-05-28,do,RM06B,facebook,"1.3.4",127,ALL,93,541,9.2363500000,292
2026-05-28,do,RM06B,facebook,"1.3.4",127,albcp,14,16,0.1000000000,10
2026-05-28,do,RM06B,facebook,"1.3.4",127,bkcp,24,27,0.1105000000,11
2026-05-28,do,RM06B,facebook,"1.3.4",127,cl_open,61,70,2.9542000000,86
2026-05-28,do,RM06B,facebook,"1.3.4",127,ho_open,57,152,2.9902000000,63
2026-05-28,do,RM06B,facebook,"1.3.4",127,ngdcp,39,40,0.8874000000,35
2026-05-28,do,RM06B,facebook,"1.3.4",127,searcp,23,29,0.1707500000,9
2026-05-28,do,RM06B,facebook,"1.3.4",127,skpcp,10,17,0.0726500000,2
2026-05-28,do,RM06B,facebook,"1.3.4",127,splcp,41,72,1.0120000000,34
2026-05-28,do,RM06B,facebook,"1.3.4",127,xzcp,22,98,0.6904000000,36
2026-05-28,do,RM06B,facebook,"1.3.5",94,ALL,78,478,10.1066500000,246
2026-05-28,do,RM06B,facebook,"1.3.5",94,albcp,18,18,0.1889000000,9
2026-05-28,do,RM06B,facebook,"1.3.5",94,bkcp,13,14,0.2394000000,2
2026-05-28,do,RM06B,facebook,"1.3.5",94,cl_open,55,61,3.3424500000,65
2026-05-28,do,RM06B,facebook,"1.3.5",94,ho_open,50,160,2.9317000000,74
2026-05-28,do,RM06B,facebook,"1.3.5",94,ngdcp,36,36,0.9679000000,20
2026-05-28,do,RM06B,facebook,"1.3.5",94,searcp,20,26,0.4207000000,15
2026-05-28,do,RM06B,facebook,"1.3.5",94,skpcp,15,33,0.2946000000,13
2026-05-28,do,RM06B,facebook,"1.3.5",94,splcp,43,54,1.3040500000,22
2026-05-28,do,RM06B,facebook,"1.3.5",94,xzcp,21,67,0.3292000000,18
2026-05-28,ec,RM06B,facebook,"1.3.4",244,ALL,192,1303,15.6556500000,608
2026-05-28,ec,RM06B,facebook,"1.3.4",244,albcp,28,29,0.4442500000,13
2026-05-28,ec,RM06B,facebook,"1.3.4",244,bkcp,35,37,0.2316000000,11
2026-05-28,ec,RM06B,facebook,"1.3.4",244,cl_open,143,177,6.5629500000,161
2026-05-28,ec,RM06B,facebook,"1.3.4",244,cscp,14,24,0.0299500000,4
2026-05-28,ec,RM06B,facebook,"1.3.4",244,ho_open,119,351,3.7009500000,156
2026-05-28,ec,RM06B,facebook,"1.3.4",244,ngdcp,100,102,1.2641000000,62
2026-05-28,ec,RM06B,facebook,"1.3.4",244,offlcp,11,12,0.0358500000,4
2026-05-28,ec,RM06B,facebook,"1.3.4",244,searcp,53,66,0.5326000000,32
2026-05-28,ec,RM06B,facebook,"1.3.4",244,skpcp,31,94,0.3426000000,29
2026-05-28,ec,RM06B,facebook,"1.3.4",244,splcp,106,178,1.4399500000,65
2026-05-28,ec,RM06B,facebook,"1.3.4",244,xzcp,57,224,0.9883000000,69
2026-05-28,ec,RM06B,unknown,"1.3.4",53,ALL,43,49,1.9366500000,4
2026-05-28,ec,RM06B,unknown,"1.3.4",53,cl_open,41,41,1.8161500000,2
2026-05-28,ec,RM06B,facebook,"1.3.5",192,ALL,155,946,12.6279500000,481
2026-05-28,ec,RM06B,facebook,"1.3.5",192,albcp,11,16,0.0475000000,7
2026-05-28,ec,RM06B,facebook,"1.3.5",192,bkcp,22,27,0.1065500000,16
2026-05-28,ec,RM06B,facebook,"1.3.5",192,cl_open,112,134,5.2526000000,126
2026-05-28,ec,RM06B,facebook,"1.3.5",192,ho_open,91,209,2.9328500000,112
2026-05-28,ec,RM06B,facebook,"1.3.5",192,ngdcp,87,87,1.4570000000,49
2026-05-28,ec,RM06B,facebook,"1.3.5",192,offlcp,10,10,0.0422000000,8
2026-05-28,ec,RM06B,facebook,"1.3.5",192,searcp,40,48,0.5781500000,24
2026-05-28,ec,RM06B,facebook,"1.3.5",192,skpcp,20,67,0.1748500000,27
2026-05-28,ec,RM06B,facebook,"1.3.5",192,splcp,81,107,1.2559000000,38
2026-05-28,ec,RM06B,facebook,"1.3.5",192,xzcp,46,225,0.5134500000,69
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,ALL,46,626,4.4856500000,144
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,bkcp,24,40,0.0974000000,8
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,cl_open,34,56,1.4756000000,14
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,ho_open,34,148,0.6816000000,35
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,ngdcp,27,31,0.6360500000,7
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,searcp,29,72,0.4286000000,17
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,splcp,31,79,0.3577500000,24
2026-05-28,es,RM06B,Google Ads ACI,"1.3.4",63,xzcp,18,135,0.6697500000,18
2026-05-28,es,RM06B,facebook,"1.3.4",143,ALL,108,647,38.4595500000,292
2026-05-28,es,RM06B,facebook,"1.3.4",143,albcp,15,20,0.8315000000,3
2026-05-28,es,RM06B,facebook,"1.3.4",143,bkcp,24,32,1.2680000000,8
2026-05-28,es,RM06B,facebook,"1.3.4",143,cl_open,79,97,13.8358500000,75
2026-05-28,es,RM06B,facebook,"1.3.4",143,ho_open,64,159,10.3598000000,64
2026-05-28,es,RM06B,facebook,"1.3.4",143,ngdcp,43,43,3.0424500000,30
2026-05-28,es,RM06B,facebook,"1.3.4",143,searcp,35,51,2.1927500000,21
2026-05-28,es,RM06B,facebook,"1.3.4",143,skpcp,12,38,0.8488000000,12
2026-05-28,es,RM06B,facebook,"1.3.4",143,splcp,47,95,3.6108500000,31
2026-05-28,es,RM06B,facebook,"1.3.4",143,xzcp,18,89,1.9030500000,36
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,ALL,43,888,6.0292500000,259
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,bkcp,20,54,0.1889000000,15
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,cl_open,35,59,2.0228500000,17
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,ho_open,33,168,1.1139000000,56
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,ngdcp,30,32,0.7139000000,19
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,offlcp,11,13,0.0290500000,5
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,searcp,33,107,0.6884500000,45
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,splcp,32,113,0.4137500000,29
2026-05-28,es,RM06B,Google Ads ACI,"1.3.5",53,xzcp,26,279,0.5789000000,58
2026-05-28,es,RM06B,facebook,"1.3.5",139,ALL,108,636,32.8171500000,287
2026-05-28,es,RM06B,facebook,"1.3.5",139,albcp,16,19,0.6135000000,4
2026-05-28,es,RM06B,facebook,"1.3.5",139,bkcp,20,28,0.7800000000,8
2026-05-28,es,RM06B,facebook,"1.3.5",139,cl_open,78,91,12.1889500000,77
2026-05-28,es,RM06B,facebook,"1.3.5",139,ho_open,66,154,9.1992500000,69
2026-05-28,es,RM06B,facebook,"1.3.5",139,ngdcp,44,45,2.9974500000,27
2026-05-28,es,RM06B,facebook,"1.3.5",139,searcp,36,46,2.4715000000,18
2026-05-28,es,RM06B,facebook,"1.3.5",139,skpcp,10,45,0.3223500000,15
2026-05-28,es,RM06B,facebook,"1.3.5",139,splcp,53,88,2.8193500000,32
2026-05-28,es,RM06B,facebook,"1.3.5",139,xzcp,22,102,1.0406000000,32
2026-05-28,gh,RM06B,facebook,"1.3.4",137,ALL,105,693,8.8210500000,369
2026-05-28,gh,RM06B,facebook,"1.3.4",137,albcp,24,30,0.4254000000,19
2026-05-28,gh,RM06B,facebook,"1.3.4",137,bkcp,27,28,0.1927000000,18
2026-05-28,gh,RM06B,facebook,"1.3.4",137,cl_open,50,50,1.6871000000,47
2026-05-28,gh,RM06B,facebook,"1.3.4",137,ho_open,67,176,2.4942500000,101
2026-05-28,gh,RM06B,facebook,"1.3.4",137,ngdcp,42,43,1.2233000000,45
2026-05-28,gh,RM06B,facebook,"1.3.4",137,searcp,20,22,0.3164000000,14
2026-05-28,gh,RM06B,facebook,"1.3.4",137,skpcp,16,49,0.3432000000,19
2026-05-28,gh,RM06B,facebook,"1.3.4",137,splcp,48,92,1.0748500000,24
2026-05-28,gh,RM06B,facebook,"1.3.4",137,xzcp,35,187,0.9294500000,72
2026-05-28,gh,RM06B,facebook,"1.3.5",139,ALL,123,744,11.0674500000,433
2026-05-28,gh,RM06B,facebook,"1.3.5",139,albcp,49,59,1.0214000000,44
2026-05-28,gh,RM06B,facebook,"1.3.5",139,bkcp,23,33,0.2827000000,18
2026-05-28,gh,RM06B,facebook,"1.3.5",139,cl_open,62,65,2.2605500000,80
2026-05-28,gh,RM06B,facebook,"1.3.5",139,ho_open,85,199,3.1346500000,107
2026-05-28,gh,RM06B,facebook,"1.3.5",139,ngdcp,52,55,1.1936500000,60
2026-05-28,gh,RM06B,facebook,"1.3.5",139,searcp,21,24,0.3221000000,10
2026-05-28,gh,RM06B,facebook,"1.3.5",139,skpcp,14,17,0.2625000000,8
2026-05-28,gh,RM06B,facebook,"1.3.5",139,splcp,77,127,1.4024500000,54
2026-05-28,gh,RM06B,facebook,"1.3.5",139,xzcp,40,153,1.0838000000,46
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,ALL,40,594,1.5169000000,155
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,bkcp,17,21,0.0256000000,5
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,cl_open,26,32,0.5686000000,21
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,ho_open,30,105,0.3101000000,31
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,ngdcp,23,26,0.0953000000,10
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,searcp,27,41,0.1508500000,11
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,splcp,23,62,0.0571500000,28
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.4",74,xzcp,19,279,0.2811000000,46
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,ALL,69,664,5.7538000000,314
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,bkcp,19,21,0.0473000000,13
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,cl_open,44,54,1.9868000000,56
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,ho_open,46,188,0.9095000000,86
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,ngdcp,41,45,0.5021000000,30
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,searcp,30,39,0.3198500000,21
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,skpcp,23,47,0.1754500000,24
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,splcp,49,103,0.9845500000,25
2026-05-28,gt,RM06B,TIKTOK,"1.3.4",76,xzcp,34,135,0.5867500000,51
2026-05-28,gt,RM06B,facebook,"1.3.4",369,ALL,308,2150,25.7911000000,1091
2026-05-28,gt,RM06B,facebook,"1.3.4",369,albcp,34,39,0.3248500000,20
2026-05-28,gt,RM06B,facebook,"1.3.4",369,bkcp,67,77,0.4658000000,29
2026-05-28,gt,RM06B,facebook,"1.3.4",369,cl_open,219,282,8.9278000000,280
2026-05-28,gt,RM06B,facebook,"1.3.4",369,cscp,21,29,0.2192500000,14
2026-05-28,gt,RM06B,facebook,"1.3.4",369,ho_open,208,629,7.0728000000,310
2026-05-28,gt,RM06B,facebook,"1.3.4",369,ngdcp,159,163,2.3602000000,116
2026-05-28,gt,RM06B,facebook,"1.3.4",369,offlcp,21,23,0.1354500000,9
2026-05-28,gt,RM06B,facebook,"1.3.4",369,searcp,101,132,0.8441500000,57
2026-05-28,gt,RM06B,facebook,"1.3.4",369,skpcp,59,158,0.5892000000,53
2026-05-28,gt,RM06B,facebook,"1.3.4",369,splcp,194,284,3.5276500000,115
2026-05-28,gt,RM06B,facebook,"1.3.4",369,xzcp,86,311,1.1947000000,84
2026-05-28,gt,RM06B,unknown,"1.3.4",58,ALL,49,82,2.0116000000,11
2026-05-28,gt,RM06B,unknown,"1.3.4",58,cl_open,41,43,1.5745500000,1
2026-05-28,gt,RM06B,unknown,"1.3.4",58,ho_open,11,18,0.4086000000,6
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,ALL,30,343,1.4544000000,93
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,bkcp,11,14,0.0111000000,4
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,cl_open,19,26,0.3048000000,15
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,ho_open,23,82,0.5527500000,23
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,ngdcp,16,20,0.0955000000,9
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,searcp,18,25,0.1025500000,7
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,splcp,21,50,0.1954000000,13
2026-05-28,gt,RM06B,Google Ads ACI,"1.3.5",55,xzcp,14,81,0.0819000000,17
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,ALL,70,467,7.7996500000,308
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,albcp,10,10,0.1874000000,7
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,bkcp,17,18,0.1551500000,7
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,cl_open,52,56,2.8041000000,76
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,ho_open,44,120,1.2634000000,66
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,ngdcp,36,36,0.7920000000,42
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,searcp,28,32,0.7650000000,12
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,skpcp,23,72,0.4554500000,34
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,splcp,43,67,0.6298000000,27
2026-05-28,gt,RM06B,TIKTOK,"1.3.5",78,xzcp,19,40,0.5963500000,32
2026-05-28,gt,RM06B,facebook,"1.3.5",285,ALL,247,1765,20.8228000000,826
2026-05-28,gt,RM06B,facebook,"1.3.5",285,albcp,23,25,0.3269500000,12
2026-05-28,gt,RM06B,facebook,"1.3.5",285,bkcp,47,60,0.3250500000,12
2026-05-28,gt,RM06B,facebook,"1.3.5",285,cl_open,169,206,7.3772000000,197
2026-05-28,gt,RM06B,facebook,"1.3.5",285,cscp,16,23,0.0809000000,2
2026-05-28,gt,RM06B,facebook,"1.3.5",285,ho_open,171,585,5.3368500000,294
2026-05-28,gt,RM06B,facebook,"1.3.5",285,ngdcp,138,144,1.8790000000,77
2026-05-28,gt,RM06B,facebook,"1.3.5",285,searcp,81,118,1.2337500000,45
2026-05-28,gt,RM06B,facebook,"1.3.5",285,secp,13,13,0.1264500000,4
2026-05-28,gt,RM06B,facebook,"1.3.5",285,skpcp,43,101,0.4553000000,28
2026-05-28,gt,RM06B,facebook,"1.3.5",285,splcp,153,250,2.6265500000,84
2026-05-28,gt,RM06B,facebook,"1.3.5",285,xzcp,57,211,0.9926000000,62
2026-05-28,hk,RM08,facebook,"1.2.4",97,ALL,86,506,25.1507146870,184
2026-05-28,hk,RM08,facebook,"1.2.4",97,ccopen,71,77,8.0003350451,61
2026-05-28,hk,RM08,facebook,"1.2.4",97,hhopen,50,142,6.5850918776,41
2026-05-28,hk,RM08,facebook,"1.2.4",97,insabb,20,24,1.2097108142,9
2026-05-28,hk,RM08,facebook,"1.2.4",97,insback,20,24,0.6769897862,2
2026-05-28,hk,RM08,facebook,"1.2.4",97,inscon,17,36,0.7269119601,6
2026-05-28,hk,RM08,facebook,"1.2.4",97,insdown,21,67,1.0303687670,13
2026-05-28,hk,RM08,facebook,"1.2.4",97,insnewgd,51,53,4.3767581878,37
2026-05-28,hk,RM08,facebook,"1.2.4",97,inssec,21,40,0.9252420269,4
2026-05-28,hn,RM06B,facebook,"1.3.4",145,ALL,124,708,7.2307000000,388
2026-05-28,hn,RM06B,facebook,"1.3.4",145,albcp,12,13,0.1366500000,16
2026-05-28,hn,RM06B,facebook,"1.3.4",145,bkcp,19,22,0.0619000000,8
2026-05-28,hn,RM06B,facebook,"1.3.4",145,cl_open,86,98,3.6165000000,69
2026-05-28,hn,RM06B,facebook,"1.3.4",145,ho_open,78,211,1.4712000000,101
2026-05-28,hn,RM06B,facebook,"1.3.4",145,ngdcp,57,58,0.4793000000,37
2026-05-28,hn,RM06B,facebook,"1.3.4",145,searcp,29,45,0.1047500000,15
2026-05-28,hn,RM06B,facebook,"1.3.4",145,skpcp,19,40,0.2734000000,38
2026-05-28,hn,RM06B,facebook,"1.3.4",145,splcp,66,98,0.6997500000,48
2026-05-28,hn,RM06B,facebook,"1.3.4",145,xzcp,30,101,0.3325000000,47
2026-05-28,hn,RM06B,facebook,"1.3.5",105,ALL,87,588,5.4769000000,415
2026-05-28,hn,RM06B,facebook,"1.3.5",105,albcp,11,11,0.0942500000,3
2026-05-28,hn,RM06B,facebook,"1.3.5",105,bkcp,21,24,0.1141500000,10
2026-05-28,hn,RM06B,facebook,"1.3.5",105,cl_open,57,66,1.7443000000,62
2026-05-28,hn,RM06B,facebook,"1.3.5",105,ho_open,55,182,1.7208500000,116
2026-05-28,hn,RM06B,facebook,"1.3.5",105,ngdcp,44,48,0.3867500000,39
2026-05-28,hn,RM06B,facebook,"1.3.5",105,searcp,22,25,0.1658500000,17
2026-05-28,hn,RM06B,facebook,"1.3.5",105,skpcp,17,47,0.2188500000,86
2026-05-28,hn,RM06B,facebook,"1.3.5",105,splcp,51,81,0.7202000000,13
2026-05-28,hn,RM06B,facebook,"1.3.5",105,xzcp,28,83,0.2303500000,62
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,ALL,1446,10279,66.7651500000,5890
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,albcp,203,240,1.5527000000,141
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,bkcp,395,510,2.0153500000,220
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,cl_open,911,1131,16.0867500000,952
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,cscp,163,216,0.6908000000,141
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,ho_open,929,2945,19.4949500000,1737
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,lkcp,20,21,0.0809000000,12
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,ngdcp,655,686,6.9211500000,528
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,offlcp,102,106,0.3087500000,48
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,rkgcp,14,14,0.1289500000,8
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,searcp,519,687,4.2259000000,392
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,secp,40,40,0.3697000000,25
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,skpcp,116,201,0.8242000000,116
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,splcp,827,1483,7.6061000000,743
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,stccp,25,25,0.0812000000,15
2026-05-28,id,RM06B,Google Ads ACI,"1.3.4",1793,xzcp,463,1965,6.3648000000,810
2026-05-28,id,RM06B,facebook,"1.3.4",150,ALL,111,654,9.0886000000,452
2026-05-28,id,RM06B,facebook,"1.3.4",150,albcp,18,20,0.1553500000,46
2026-05-28,id,RM06B,facebook,"1.3.4",150,bkcp,27,28,0.2659500000,12
2026-05-28,id,RM06B,facebook,"1.3.4",150,cl_open,59,76,2.0477000000,76
2026-05-28,id,RM06B,facebook,"1.3.4",150,ho_open,72,234,3.1288500000,140
2026-05-28,id,RM06B,facebook,"1.3.4",150,ngdcp,45,47,0.7961000000,46
2026-05-28,id,RM06B,facebook,"1.3.4",150,searcp,37,46,0.7198500000,33
2026-05-28,id,RM06B,facebook,"1.3.4",150,skpcp,12,20,0.2968500000,11
2026-05-28,id,RM06B,facebook,"1.3.4",150,splcp,60,87,0.7955000000,44
2026-05-28,id,RM06B,facebook,"1.3.4",150,xzcp,14,80,0.6229500000,38
2026-05-28,id,RM06B,unknown,"1.3.4",362,ALL,225,610,3.3890500000,204
2026-05-28,id,RM06B,unknown,"1.3.4",362,albcp,10,12,0.0355000000,8
2026-05-28,id,RM06B,unknown,"1.3.4",362,bkcp,15,21,0.0397500000,7
2026-05-28,id,RM06B,unknown,"1.3.4",362,cl_open,183,199,2.3148500000,43
2026-05-28,id,RM06B,unknown,"1.3.4",362,ho_open,63,141,0.4088000000,54
2026-05-28,id,RM06B,unknown,"1.3.4",362,ngdcp,26,36,0.2055000000,15
2026-05-28,id,RM06B,unknown,"1.3.4",362,searcp,17,22,0.0448000000,10
2026-05-28,id,RM06B,unknown,"1.3.4",362,splcp,30,51,0.1080500000,23
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,ALL,1275,8965,49.4959500000,5029
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,albcp,165,178,0.8778500000,105
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,bkcp,352,464,1.4263500000,193
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,cl_open,709,886,11.3714000000,777
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,cscp,132,186,0.4726500000,77
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,ho_open,783,2537,14.0137500000,1526
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,jclcp,10,10,0.0197000000,10
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,lkcp,12,12,0.0364000000,2
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,ngdcp,574,612,5.4770500000,533
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,offlcp,98,117,0.3452500000,36
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,rkgcp,17,17,0.2890000000,14
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,searcp,454,610,3.4514000000,326
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,secp,31,31,0.2346500000,23
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,skpcp,101,196,0.6781000000,87
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,splcp,720,1261,6.0954500000,594
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,stccp,18,19,0.0930000000,5
2026-05-28,id,RM06B,Google Ads ACI,"1.3.5",1541,xzcp,398,1829,4.6139500000,721
2026-05-28,id,RM06B,facebook,"1.3.5",122,ALL,90,929,7.8864500000,487
2026-05-28,id,RM06B,facebook,"1.3.5",122,albcp,24,28,0.3116000000,19
2026-05-28,id,RM06B,facebook,"1.3.5",122,bkcp,28,42,0.2443500000,10
2026-05-28,id,RM06B,facebook,"1.3.5",122,cl_open,47,54,1.5084000000,63
2026-05-28,id,RM06B,facebook,"1.3.5",122,ho_open,63,231,1.8564000000,124
2026-05-28,id,RM06B,facebook,"1.3.5",122,ngdcp,46,49,1.0134000000,47
2026-05-28,id,RM06B,facebook,"1.3.5",122,searcp,38,55,0.6019000000,37
2026-05-28,id,RM06B,facebook,"1.3.5",122,splcp,52,103,0.8578500000,57
2026-05-28,id,RM06B,facebook,"1.3.5",122,xzcp,24,320,1.2446000000,107
2026-05-28,id,RM06B,unknown,"1.3.5",294,ALL,185,560,2.5449500000,175
2026-05-28,id,RM06B,unknown,"1.3.5",294,bkcp,22,23,0.0903500000,11
2026-05-28,id,RM06B,unknown,"1.3.5",294,cl_open,156,192,1.4576000000,50
2026-05-28,id,RM06B,unknown,"1.3.5",294,ho_open,46,119,0.4276000000,50
2026-05-28,id,RM06B,unknown,"1.3.5",294,ngdcp,23,23,0.1079500000,8
2026-05-28,id,RM06B,unknown,"1.3.5",294,searcp,21,28,0.0983000000,4
2026-05-28,id,RM06B,unknown,"1.3.5",294,splcp,35,57,0.1394000000,20
2026-05-28,id,RM06B,unknown,"1.3.5",294,xzcp,20,95,0.1563000000,28
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,ALL,51,898,4.1317656303,331
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,ccopen,31,45,0.5210216508,30
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,hhopen,37,123,0.6926472699,46
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,insback,32,53,0.1814207168,22
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,inscon,29,96,0.2426457413,35
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,insdown,43,409,1.2678727913,133
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,inshg,18,19,0.1275928096,10
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,insnewgd,33,39,0.4546917496,11
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,inssec,41,66,0.3585157807,27
2026-05-28,id,RM08,Google Ads ACI,"1.2.4",61,inssp,15,16,0.0879429448,5
2026-05-28,id,RM08,facebook,"1.2.4",112,ALL,88,578,7.5454054599,356
2026-05-28,id,RM08,facebook,"1.2.4",112,ccopen,49,60,1.4967597245,53
2026-05-28,id,RM08,facebook,"1.2.4",112,hhopen,58,153,1.7875202816,79
2026-05-28,id,RM08,facebook,"1.2.4",112,insabb,20,24,0.3654071970,17
2026-05-28,id,RM08,facebook,"1.2.4",112,insback,27,32,0.2150751081,19
2026-05-28,id,RM08,facebook,"1.2.4",112,inscon,24,53,0.5917085121,27
2026-05-28,id,RM08,facebook,"1.2.4",112,insdown,31,154,1.3841820247,74
2026-05-28,id,RM08,facebook,"1.2.4",112,insnewgd,31,31,0.9306878164,33
2026-05-28,id,RM08,facebook,"1.2.4",112,insplayn,10,24,0.3123807123,20
2026-05-28,id,RM08,facebook,"1.2.4",112,inssec,17,22,0.2881173926,14
2026-05-28,id,RM08,facebook,"1.2.4",112,inssp,10,14,0.0748116406,8
2026-05-28,ke,RM06B,facebook,"1.3.4",178,ALL,139,1337,10.3835500000,608
2026-05-28,ke,RM06B,facebook,"1.3.4",178,albcp,37,41,0.3220500000,22
2026-05-28,ke,RM06B,facebook,"1.3.4",178,bkcp,43,55,0.2106500000,19
2026-05-28,ke,RM06B,facebook,"1.3.4",178,cl_open,69,76,2.7769000000,70
2026-05-28,ke,RM06B,facebook,"1.3.4",178,cscp,13,18,0.1427500000,6
2026-05-28,ke,RM06B,facebook,"1.3.4",178,ho_open,104,321,2.3150500000,131
2026-05-28,ke,RM06B,facebook,"1.3.4",178,ngdcp,61,61,1.2506000000,48
2026-05-28,ke,RM06B,facebook,"1.3.4",178,searcp,44,76,0.3953000000,40
2026-05-28,ke,RM06B,facebook,"1.3.4",178,skpcp,15,76,0.2553000000,31
2026-05-28,ke,RM06B,facebook,"1.3.4",178,splcp,74,172,1.0812000000,51
2026-05-28,ke,RM06B,facebook,"1.3.4",178,xzcp,62,420,1.5520000000,184
2026-05-28,ke,RM06B,facebook,"1.3.5",145,ALL,111,790,9.3568500000,445
2026-05-28,ke,RM06B,facebook,"1.3.5",145,albcp,30,35,0.6564500000,21
2026-05-28,ke,RM06B,facebook,"1.3.5",145,bkcp,24,28,0.1536000000,4
