"日期","国家","应用","渠道","版本","注册用户","广告场景","曝光人数","曝光次数","广告收益","点击次数"
2026-06-01,ao,RM06B,facebook,"1.3.5",73,ALL,56,171,1.8327000000,108
2026-06-01,ao,RM06B,facebook,"1.3.5",73,bkcp,16,17,0.0951500000,4
2026-06-01,ao,RM06B,facebook,"1.3.5",73,cl_open,33,33,0.7188500000,32
2026-06-01,ao,RM06B,facebook,"1.3.5",73,ho_open,27,41,0.4209000000,29
2026-06-01,ao,RM06B,facebook,"1.3.5",73,ngdcp,21,21,0.2525500000,12
2026-06-01,ao,RM06B,facebook,"1.3.5",73,searcp,12,15,0.0551000000,6
2026-06-01,ao,RM06B,facebook,"1.3.5",73,splcp,18,20,0.1512000000,12
2026-06-01,ao,RM06B,facebook,"1.3.6",68,ALL,50,148,1.7799500000,101
2026-06-01,ao,RM06B,facebook,"1.3.6",68,bkcp,13,13,0.0640000000,3
2026-06-01,ao,RM06B,facebook,"1.3.6",68,cl_open,32,34,0.6794000000,37
2026-06-01,ao,RM06B,facebook,"1.3.6",68,ho_open,25,37,0.2577000000,20
2026-06-01,ao,RM06B,facebook,"1.3.6",68,ngdcp,15,16,0.2025000000,11
2026-06-01,ao,RM06B,facebook,"1.3.6",68,searcp,10,12,0.1761000000,6
2026-06-01,ao,RM06B,facebook,"1.3.6",68,splcp,14,15,0.2178500000,13
2026-06-01,ar,RM06B,facebook,"1.3.5",288,ALL,233,971,19.7711000000,486
2026-06-01,ar,RM06B,facebook,"1.3.5",288,albcp,31,32,0.5559500000,13
2026-06-01,ar,RM06B,facebook,"1.3.5",288,bkcp,40,41,0.3458500000,12
2026-06-01,ar,RM06B,facebook,"1.3.5",288,cl_open,176,198,7.6044000000,152
2026-06-01,ar,RM06B,facebook,"1.3.5",288,ho_open,120,237,4.9308500000,115
2026-06-01,ar,RM06B,facebook,"1.3.5",288,ngdcp,85,85,2.0366000000,49
2026-06-01,ar,RM06B,facebook,"1.3.5",288,searcp,45,55,0.5682000000,25
2026-06-01,ar,RM06B,facebook,"1.3.5",288,skpcp,24,49,0.2806000000,14
2026-06-01,ar,RM06B,facebook,"1.3.5",288,splcp,91,127,2.4550500000,38
2026-06-01,ar,RM06B,facebook,"1.3.5",288,xzcp,43,125,0.6606000000,58
2026-06-01,ar,RM06B,facebook,"1.3.6",306,ALL,268,1432,29.5156500000,799
2026-06-01,ar,RM06B,facebook,"1.3.6",306,albcp,35,42,0.5855500000,31
2026-06-01,ar,RM06B,facebook,"1.3.6",306,bkcp,60,67,0.8802000000,25
2026-06-01,ar,RM06B,facebook,"1.3.6",306,cl_open,198,240,9.3839000000,193
2026-06-01,ar,RM06B,facebook,"1.3.6",306,cscp,12,17,0.1725500000,7
2026-06-01,ar,RM06B,facebook,"1.3.6",306,ho_open,157,387,9.0733000000,192
2026-06-01,ar,RM06B,facebook,"1.3.6",306,ngdcp,120,120,3.2460500000,82
2026-06-01,ar,RM06B,facebook,"1.3.6",306,offlcp,12,13,0.1169000000,7
2026-06-01,ar,RM06B,facebook,"1.3.6",306,searcp,63,84,1.1903500000,45
2026-06-01,ar,RM06B,facebook,"1.3.6",306,skpcp,37,80,0.6247000000,64
2026-06-01,ar,RM06B,facebook,"1.3.6",306,splcp,118,200,2.8165500000,79
2026-06-01,ar,RM06B,facebook,"1.3.6",306,xzcp,55,162,0.9715500000,68
2026-06-01,ar,RM08,facebook,"1.2.4",84,ALL,72,215,5.9641365688,138
2026-06-01,ar,RM08,facebook,"1.2.4",84,ccopen,52,60,2.2525041588,41
2026-06-01,ar,RM08,facebook,"1.2.4",84,hhopen,41,57,1.5768052796,31
2026-06-01,ar,RM08,facebook,"1.2.4",84,insabb,10,11,0.2681710471,7
2026-06-01,ar,RM08,facebook,"1.2.4",84,insback,11,11,0.1651816767,6
2026-06-01,ar,RM08,facebook,"1.2.4",84,insdown,11,13,0.3366512660,5
2026-06-01,ar,RM08,facebook,"1.2.4",84,insnewgd,26,26,0.6085925774,21
2026-06-01,ar,RM08,facebook,"1.2.4",84,insplayn,10,22,0.5434138439,16
2026-06-01,bo,RM06B,facebook,"1.3.5",149,ALL,124,611,6.4904000000,241
2026-06-01,bo,RM06B,facebook,"1.3.5",149,albcp,16,16,0.2965000000,4
2026-06-01,bo,RM06B,facebook,"1.3.5",149,bkcp,25,26,0.1101000000,4
2026-06-01,bo,RM06B,facebook,"1.3.5",149,cl_open,83,88,2.4861000000,84
2026-06-01,bo,RM06B,facebook,"1.3.5",149,ho_open,66,132,1.2165000000,46
2026-06-01,bo,RM06B,facebook,"1.3.5",149,ngdcp,57,58,0.9868500000,36
2026-06-01,bo,RM06B,facebook,"1.3.5",149,searcp,33,39,0.2773500000,13
2026-06-01,bo,RM06B,facebook,"1.3.5",149,skpcp,15,28,0.0900000000,6
2026-06-01,bo,RM06B,facebook,"1.3.5",149,splcp,57,105,0.7287500000,21
2026-06-01,bo,RM06B,facebook,"1.3.5",149,xzcp,25,105,0.2530500000,23
2026-06-01,bo,RM06B,facebook,"1.3.6",144,ALL,122,858,7.3385500000,365
2026-06-01,bo,RM06B,facebook,"1.3.6",144,albcp,19,21,0.0522500000,8
2026-06-01,bo,RM06B,facebook,"1.3.6",144,bkcp,32,37,0.0857000000,4
2026-06-01,bo,RM06B,facebook,"1.3.6",144,cl_open,80,93,2.3975500000,92
2026-06-01,bo,RM06B,facebook,"1.3.6",144,ho_open,77,189,2.2217000000,102
2026-06-01,bo,RM06B,facebook,"1.3.6",144,ngdcp,58,59,1.0189000000,40
2026-06-01,bo,RM06B,facebook,"1.3.6",144,searcp,37,48,0.3838000000,25
2026-06-01,bo,RM06B,facebook,"1.3.6",144,skpcp,16,126,0.1294000000,24
2026-06-01,bo,RM06B,facebook,"1.3.6",144,splcp,58,108,0.7869500000,38
2026-06-01,bo,RM06B,facebook,"1.3.6",144,xzcp,26,148,0.1681500000,29
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,ALL,272,1750,33.1113500000,906
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,albcp,34,39,0.6084500000,18
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,bkcp,62,72,0.5595000000,32
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,cl_open,208,251,11.1605500000,158
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,cscp,13,20,0.1034000000,12
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,ho_open,159,498,10.6801000000,277
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,ngdcp,148,154,3.6606500000,122
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,offlcp,10,10,0.0823000000,2
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,searcp,89,112,1.5130000000,45
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,skpcp,27,67,0.7122500000,44
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,splcp,127,198,2.4366000000,78
2026-06-01,br,RM06B,Google Ads ACI,"1.3.5",351,xzcp,67,312,1.3638500000,107
2026-06-01,br,RM06B,facebook,"1.3.5",1219,ALL,1027,4773,177.1153500000,2859
2026-06-01,br,RM06B,facebook,"1.3.5",1219,albcp,165,188,6.0052000000,111
2026-06-01,br,RM06B,facebook,"1.3.5",1219,bkcp,134,146,2.6715000000,73
2026-06-01,br,RM06B,facebook,"1.3.5",1219,cl_open,755,895,61.3721500000,773
2026-06-01,br,RM06B,facebook,"1.3.5",1219,cscp,26,33,0.8127500000,28
2026-06-01,br,RM06B,facebook,"1.3.5",1219,ho_open,623,1431,50.9738500000,860
2026-06-01,br,RM06B,facebook,"1.3.5",1219,ngdcp,423,426,18.4711000000,307
2026-06-01,br,RM06B,facebook,"1.3.5",1219,offlcp,14,14,0.1969000000,5
2026-06-01,br,RM06B,facebook,"1.3.5",1219,searcp,185,210,4.6722000000,101
2026-06-01,br,RM06B,facebook,"1.3.5",1219,skpcp,94,341,6.6952500000,125
2026-06-01,br,RM06B,facebook,"1.3.5",1219,splcp,420,556,16.3774500000,272
2026-06-01,br,RM06B,facebook,"1.3.5",1219,stccp,24,25,0.3699500000,24
2026-06-01,br,RM06B,facebook,"1.3.5",1219,xzcp,128,497,8.2286000000,179
2026-06-01,br,RM06B,unknown,"1.3.5",204,ALL,186,256,12.4389000000,14
2026-06-01,br,RM06B,unknown,"1.3.5",204,cl_open,180,184,11.7310000000,4
2026-06-01,br,RM06B,unknown,"1.3.5",204,ho_open,10,17,0.3934500000,2
2026-06-01,br,RM06B,unknown,"1.3.5",204,splcp,11,14,0.1411000000,3
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,ALL,268,1828,29.0141500000,759
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,albcp,35,42,0.5792000000,19
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,bkcp,55,65,0.5355000000,21
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,cl_open,208,239,9.5408500000,173
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,cscp,17,28,0.1131000000,5
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,ho_open,150,463,7.3858500000,174
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,ngdcp,136,141,3.3646000000,91
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,offlcp,14,14,0.0554000000,3
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,searcp,88,103,1.9590500000,41
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,skpcp,22,69,0.6460500000,23
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,splcp,128,203,2.7001000000,83
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,stccp,11,11,0.1629500000,3
2026-06-01,br,RM06B,Google Ads ACI,"1.3.6",355,xzcp,60,437,1.7540500000,119
2026-06-01,br,RM06B,facebook,"1.3.6",1208,ALL,1017,4611,168.0186000000,2810
2026-06-01,br,RM06B,facebook,"1.3.6",1208,albcp,149,157,4.3307500000,99
2026-06-01,br,RM06B,facebook,"1.3.6",1208,bkcp,145,158,3.0060500000,62
2026-06-01,br,RM06B,facebook,"1.3.6",1208,cl_open,762,903,59.1739500000,851
2026-06-01,br,RM06B,facebook,"1.3.6",1208,cscp,24,27,0.4099000000,6
2026-06-01,br,RM06B,facebook,"1.3.6",1208,ho_open,611,1478,51.0998500000,792
2026-06-01,br,RM06B,facebook,"1.3.6",1208,ngdcp,423,431,19.3212500000,296
2026-06-01,br,RM06B,facebook,"1.3.6",1208,offlcp,13,14,0.1664000000,6
2026-06-01,br,RM06B,facebook,"1.3.6",1208,rkgcp,12,12,0.2202000000,3
2026-06-01,br,RM06B,facebook,"1.3.6",1208,searcp,165,196,5.0841500000,110
2026-06-01,br,RM06B,facebook,"1.3.6",1208,secp,21,22,0.9102000000,26
2026-06-01,br,RM06B,facebook,"1.3.6",1208,skpcp,100,237,4.3434000000,117
2026-06-01,br,RM06B,facebook,"1.3.6",1208,splcp,400,536,15.1640500000,252
2026-06-01,br,RM06B,facebook,"1.3.6",1208,stccp,12,12,0.2035000000,7
2026-06-01,br,RM06B,facebook,"1.3.6",1208,xzcp,124,422,4.4049500000,180
2026-06-01,br,RM06B,unknown,"1.3.6",242,ALL,213,302,13.5536500000,55
2026-06-01,br,RM06B,unknown,"1.3.6",242,cl_open,203,205,12.4930500000,19
2026-06-01,br,RM06B,unknown,"1.3.6",242,ho_open,14,40,0.5533000000,10
2026-06-01,br,RM06B,unknown,"1.3.6",242,ngdcp,12,12,0.2405000000,8
2026-06-01,br,RM06B,unknown,"1.3.6",242,splcp,15,19,0.0999500000,7
2026-06-01,br,RM08,Google Ads ACI,"1.2.4",51,ALL,46,376,5.2515891946,111
2026-06-01,br,RM08,Google Ads ACI,"1.2.4",51,ccopen,40,53,1.6459568506,27
2026-06-01,br,RM08,Google Ads ACI,"1.2.4",51,hhopen,27,75,1.4850604444,33
2026-06-01,br,RM08,Google Ads ACI,"1.2.4",51,inscon,13,37,0.1473296783,4
2026-06-01,br,RM08,Google Ads ACI,"1.2.4",51,insdown,14,96,0.3810468320,10
2026-06-01,br,RM08,Google Ads ACI,"1.2.4",51,insnewgd,28,29,0.5918964804,15
2026-06-01,br,RM08,Google Ads ACI,"1.2.4",51,inssec,18,24,0.2922264872,2
2026-06-01,br,RM08,facebook,"1.2.4",1307,ALL,1106,4619,182.9330647649,2980
2026-06-01,br,RM08,facebook,"1.2.4",1307,ccopen,837,951,65.6940048114,932
2026-06-01,br,RM08,facebook,"1.2.4",1307,hhopen,625,1267,48.8343265976,717
2026-06-01,br,RM08,facebook,"1.2.4",1307,insabb,203,219,7.0121525776,144
2026-06-01,br,RM08,facebook,"1.2.4",1307,insback,142,157,2.6725026816,57
2026-06-01,br,RM08,facebook,"1.2.4",1307,inscon,178,312,6.0798507507,153
2026-06-01,br,RM08,facebook,"1.2.4",1307,insdown,227,584,11.5194049227,288
2026-06-01,br,RM08,facebook,"1.2.4",1307,inshg,22,22,0.5379666433,8
2026-06-01,br,RM08,facebook,"1.2.4",1307,insnewgd,460,469,23.6302831805,332
2026-06-01,br,RM08,facebook,"1.2.4",1307,inspa,18,18,0.3799178622,12
2026-06-01,br,RM08,facebook,"1.2.4",1307,insplayn,194,383,10.1993194677,205
2026-06-01,br,RM08,facebook,"1.2.4",1307,inssec,163,177,5.3678864944,111
2026-06-01,br,RM08,facebook,"1.2.4",1307,inssp,34,42,0.5676932151,12
2026-06-01,br,RM08,unknown,"1.2.4",190,ALL,181,201,11.0630648200,14
2026-06-01,br,RM08,unknown,"1.2.4",190,ccopen,171,171,10.2642854551,5
2026-06-01,br,RM08,unknown,"1.2.4",190,hhopen,14,19,0.5754873991,6
2026-06-01,cd,RM08,Google Ads ACI,"1.2.4",50,ALL,44,131,1.6134603991,50
2026-06-01,cd,RM08,Google Ads ACI,"1.2.4",50,ccopen,28,32,0.5703861673,19
2026-06-01,cd,RM08,Google Ads ACI,"1.2.4",50,hhopen,19,33,0.3439812751,9
2026-06-01,cd,RM08,Google Ads ACI,"1.2.4",50,insback,15,15,0.1475954894,3
2026-06-01,cd,RM08,Google Ads ACI,"1.2.4",50,insdown,11,12,0.1958734416,1
2026-06-01,cd,RM08,Google Ads ACI,"1.2.4",50,insnewgd,13,13,0.1341033464,6
2026-06-01,cd,RM08,Google Ads ACI,"1.2.4",50,inssec,11,11,0.0803376399,3
2026-06-01,cl,RM06B,facebook,"1.3.5",126,ALL,105,373,13.6582000000,231
2026-06-01,cl,RM06B,facebook,"1.3.5",126,albcp,12,16,0.4236000000,8
2026-06-01,cl,RM06B,facebook,"1.3.5",126,bkcp,11,12,0.2002000000,12
2026-06-01,cl,RM06B,facebook,"1.3.5",126,cl_open,88,104,5.9512000000,88
2026-06-01,cl,RM06B,facebook,"1.3.5",126,ho_open,51,107,3.5190500000,53
2026-06-01,cl,RM06B,facebook,"1.3.5",126,ngdcp,45,46,1.6452000000,35
2026-06-01,cl,RM06B,facebook,"1.3.5",126,searcp,13,15,0.6456500000,3
2026-06-01,cl,RM06B,facebook,"1.3.5",126,splcp,33,38,0.9305000000,14
2026-06-01,cl,RM06B,facebook,"1.3.6",104,ALL,92,240,10.1643500000,139
2026-06-01,cl,RM06B,facebook,"1.3.6",104,cl_open,76,85,5.0829500000,64
2026-06-01,cl,RM06B,facebook,"1.3.6",104,ho_open,42,70,2.0932500000,29
2026-06-01,cl,RM06B,facebook,"1.3.6",104,ngdcp,24,25,1.0517500000,15
2026-06-01,cl,RM06B,facebook,"1.3.6",104,splcp,15,20,0.4730000000,6
2026-06-01,cl,RM08,facebook,"1.2.4",71,ALL,54,154,5.5721162746,86
2026-06-01,cl,RM08,facebook,"1.2.4",71,ccopen,36,38,2.1119527736,33
2026-06-01,cl,RM08,facebook,"1.2.4",71,hhopen,22,43,1.1472383736,21
2026-06-01,cl,RM08,facebook,"1.2.4",71,insnewgd,29,29,1.3211432581,18
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,ALL,46,360,3.6079000000,126
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,bkcp,13,14,0.0581000000,3
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,cl_open,31,34,1.0964000000,16
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,ho_open,16,76,1.2279000000,35
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,ngdcp,24,25,0.3037500000,9
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,searcp,20,28,0.2264000000,10
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,splcp,20,30,0.2315000000,5
2026-06-01,co,RM06B,Google Ads ACI,"1.3.5",76,xzcp,17,121,0.3271500000,36
2026-06-01,co,RM06B,facebook,"1.3.5",812,ALL,675,3689,77.0876000000,1947
2026-06-01,co,RM06B,facebook,"1.3.5",812,albcp,84,97,1.5290000000,60
2026-06-01,co,RM06B,facebook,"1.3.5",812,bkcp,102,124,1.2490500000,55
2026-06-01,co,RM06B,facebook,"1.3.5",812,cl_open,471,570,28.0645000000,449
2026-06-01,co,RM06B,facebook,"1.3.5",812,cscp,26,33,0.3272500000,17
2026-06-01,co,RM06B,facebook,"1.3.5",812,ho_open,363,925,20.1108000000,495
2026-06-01,co,RM06B,facebook,"1.3.5",812,ngdcp,290,301,10.2168000000,230
2026-06-01,co,RM06B,facebook,"1.3.5",812,offlcp,21,24,0.2002000000,4
2026-06-01,co,RM06B,facebook,"1.3.5",812,searcp,137,190,2.7972000000,93
2026-06-01,co,RM06B,facebook,"1.3.5",812,secp,12,12,0.1871000000,7
2026-06-01,co,RM06B,facebook,"1.3.5",812,skpcp,60,270,1.7779000000,112
2026-06-01,co,RM06B,facebook,"1.3.5",812,splcp,258,402,6.4589500000,175
2026-06-01,co,RM06B,facebook,"1.3.5",812,stccp,11,22,0.1634000000,2
2026-06-01,co,RM06B,facebook,"1.3.5",812,xzcp,139,706,3.7052500000,241
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,ALL,61,746,5.7525000000,279
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,bkcp,27,33,0.0889500000,16
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,cl_open,40,62,1.6446000000,22
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,cscp,10,18,0.0673000000,7
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,ho_open,47,152,1.4191500000,73
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,ngdcp,36,38,0.4508500000,16
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,searcp,32,53,0.4209500000,25
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,skpcp,10,69,0.3785500000,14
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,splcp,35,65,0.3970500000,16
2026-06-01,co,RM06B,Google Ads ACI,"1.3.6",96,xzcp,32,232,0.8086500000,80
2026-06-01,co,RM06B,facebook,"1.3.6",793,ALL,670,3901,73.6348500000,2189
2026-06-01,co,RM06B,facebook,"1.3.6",793,albcp,79,95,1.8826000000,70
2026-06-01,co,RM06B,facebook,"1.3.6",793,bkcp,119,140,1.3071500000,70
2026-06-01,co,RM06B,facebook,"1.3.6",793,cl_open,468,570,27.7103000000,536
2026-06-01,co,RM06B,facebook,"1.3.6",793,cscp,37,46,0.2361000000,14
2026-06-01,co,RM06B,facebook,"1.3.6",793,ho_open,376,1006,17.2763500000,552
2026-06-01,co,RM06B,facebook,"1.3.6",793,ngdcp,284,298,8.6307000000,226
2026-06-01,co,RM06B,facebook,"1.3.6",793,offlcp,28,32,0.1948000000,15
2026-06-01,co,RM06B,facebook,"1.3.6",793,searcp,163,207,3.4852000000,122
2026-06-01,co,RM06B,facebook,"1.3.6",793,skpcp,73,220,1.5153000000,102
2026-06-01,co,RM06B,facebook,"1.3.6",793,splcp,287,492,7.1521500000,203
2026-06-01,co,RM06B,facebook,"1.3.6",793,stccp,15,17,0.3918500000,9
2026-06-01,co,RM06B,facebook,"1.3.6",793,xzcp,135,757,3.4079500000,261
2026-06-01,co,RM08,facebook,"1.2.4",149,ALL,120,381,9.1774655853,267
2026-06-01,co,RM08,facebook,"1.2.4",149,ccopen,83,96,3.3358929283,97
2026-06-01,co,RM08,facebook,"1.2.4",149,hhopen,51,91,2.0583076135,49
2026-06-01,co,RM08,facebook,"1.2.4",149,insabb,20,20,0.4125071947,6
2026-06-01,co,RM08,facebook,"1.2.4",149,insback,12,12,0.2612967868,7
2026-06-01,co,RM08,facebook,"1.2.4",149,inscon,11,22,0.2258437181,10
2026-06-01,co,RM08,facebook,"1.2.4",149,insdown,21,31,0.8385973920,17
2026-06-01,co,RM08,facebook,"1.2.4",149,insnewgd,43,43,1.1407503599,40
2026-06-01,co,RM08,facebook,"1.2.4",149,insplayn,16,38,0.4582432757,23
2026-06-01,co,RM08,facebook,"1.2.4",149,inssec,15,20,0.2619460297,12
2026-06-01,cr,RM06B,facebook,"1.3.5",89,ALL,80,397,14.1744000000,214
2026-06-01,cr,RM06B,facebook,"1.3.5",89,cl_open,67,77,5.9057500000,49
2026-06-01,cr,RM06B,facebook,"1.3.5",89,ho_open,50,121,3.3585000000,55
2026-06-01,cr,RM06B,facebook,"1.3.5",89,ngdcp,32,32,1.3364000000,23
2026-06-01,cr,RM06B,facebook,"1.3.5",89,searcp,11,18,0.5011000000,9
2026-06-01,cr,RM06B,facebook,"1.3.5",89,splcp,32,47,1.3581000000,37
2026-06-01,cr,RM06B,facebook,"1.3.5",89,xzcp,12,60,0.8855000000,26
2026-06-01,cr,RM06B,facebook,"1.3.6",96,ALL,76,401,12.7543000000,220
2026-06-01,cr,RM06B,facebook,"1.3.6",96,bkcp,11,13,0.1048000000,6
2026-06-01,cr,RM06B,facebook,"1.3.6",96,cl_open,62,75,5.0771500000,65
2026-06-01,cr,RM06B,facebook,"1.3.6",96,ho_open,45,119,3.6277500000,84
2026-06-01,cr,RM06B,facebook,"1.3.6",96,ngdcp,32,32,1.0566000000,10
2026-06-01,cr,RM06B,facebook,"1.3.6",96,searcp,11,12,0.4025000000,6
2026-06-01,cr,RM06B,facebook,"1.3.6",96,splcp,27,38,0.8931000000,8
2026-06-01,cr,RM06B,facebook,"1.3.6",96,xzcp,11,65,0.7656500000,18
2026-06-01,ec,RM06B,facebook,"1.3.5",174,ALL,144,708,14.5407500000,362
2026-06-01,ec,RM06B,facebook,"1.3.5",174,albcp,15,15,0.1803500000,4
2026-06-01,ec,RM06B,facebook,"1.3.5",174,bkcp,23,23,0.0839500000,5
2026-06-01,ec,RM06B,facebook,"1.3.5",174,cl_open,120,137,5.9838500000,122
2026-06-01,ec,RM06B,facebook,"1.3.5",174,ho_open,82,185,3.0741000000,103
2026-06-01,ec,RM06B,facebook,"1.3.5",174,ngdcp,71,73,1.5741500000,40
2026-06-01,ec,RM06B,facebook,"1.3.5",174,searcp,40,52,0.8792000000,22
2026-06-01,ec,RM06B,facebook,"1.3.5",174,skpcp,13,31,0.3354500000,10
2026-06-01,ec,RM06B,facebook,"1.3.5",174,splcp,62,97,2.0753000000,26
2026-06-01,ec,RM06B,facebook,"1.3.5",174,xzcp,27,76,0.2395500000,22
2026-06-01,ec,RM06B,facebook,"1.3.6",168,ALL,134,633,11.3126000000,323
2026-06-01,ec,RM06B,facebook,"1.3.6",168,albcp,16,18,0.2213000000,6
2026-06-01,ec,RM06B,facebook,"1.3.6",168,bkcp,24,26,0.2227000000,6
2026-06-01,ec,RM06B,facebook,"1.3.6",168,cl_open,100,109,4.1808500000,83
2026-06-01,ec,RM06B,facebook,"1.3.6",168,ho_open,73,159,2.4472500000,83
2026-06-01,ec,RM06B,facebook,"1.3.6",168,ngdcp,72,74,1.5353000000,57
2026-06-01,ec,RM06B,facebook,"1.3.6",168,searcp,25,29,0.2555500000,14
2026-06-01,ec,RM06B,facebook,"1.3.6",168,skpcp,14,26,0.3455000000,7
2026-06-01,ec,RM06B,facebook,"1.3.6",168,splcp,66,96,1.2904500000,33
2026-06-01,ec,RM06B,facebook,"1.3.6",168,xzcp,37,79,0.6638500000,31
2026-06-01,es,RM06B,facebook,"1.3.5",155,ALL,133,634,37.4325500000,312
2026-06-01,es,RM06B,facebook,"1.3.5",155,albcp,16,17,0.7760500000,9
2026-06-01,es,RM06B,facebook,"1.3.5",155,bkcp,23,24,0.6203500000,7
2026-06-01,es,RM06B,facebook,"1.3.5",155,cl_open,103,119,14.3736500000,78
2026-06-01,es,RM06B,facebook,"1.3.5",155,ho_open,84,181,9.6180500000,84
2026-06-01,es,RM06B,facebook,"1.3.5",155,ngdcp,59,62,3.7805000000,39
2026-06-01,es,RM06B,facebook,"1.3.5",155,searcp,34,36,2.0023000000,16
2026-06-01,es,RM06B,facebook,"1.3.5",155,skpcp,13,22,0.5851500000,4
2026-06-01,es,RM06B,facebook,"1.3.5",155,splcp,56,81,3.1818500000,31
2026-06-01,es,RM06B,facebook,"1.3.5",155,xzcp,27,74,2.0311500000,36
2026-06-01,es,RM06B,facebook,"1.3.6",142,ALL,113,521,25.2160000000,219
2026-06-01,es,RM06B,facebook,"1.3.6",142,albcp,16,21,0.5816500000,8
2026-06-01,es,RM06B,facebook,"1.3.6",142,bkcp,18,24,0.6983000000,8
2026-06-01,es,RM06B,facebook,"1.3.6",142,cl_open,72,86,7.3668000000,53
2026-06-01,es,RM06B,facebook,"1.3.6",142,ho_open,60,141,6.9968500000,64
2026-06-01,es,RM06B,facebook,"1.3.6",142,ngdcp,47,49,2.0927500000,18
2026-06-01,es,RM06B,facebook,"1.3.6",142,searcp,32,34,1.8574500000,17
2026-06-01,es,RM06B,facebook,"1.3.6",142,splcp,48,72,3.2043000000,22
2026-06-01,es,RM06B,facebook,"1.3.6",142,xzcp,21,50,1.7073000000,17
2026-06-01,gh,RM06B,facebook,"1.3.5",129,ALL,112,601,8.6001500000,315
2026-06-01,gh,RM06B,facebook,"1.3.5",129,albcp,32,33,0.6016500000,22
2026-06-01,gh,RM06B,facebook,"1.3.5",129,bkcp,26,26,0.2724000000,9
2026-06-01,gh,RM06B,facebook,"1.3.5",129,cl_open,62,72,2.4681000000,74
2026-06-01,gh,RM06B,facebook,"1.3.5",129,cscp,13,16,0.1372500000,4
2026-06-01,gh,RM06B,facebook,"1.3.5",129,ho_open,58,112,1.8903000000,53
2026-06-01,gh,RM06B,facebook,"1.3.5",129,ngdcp,32,32,0.5655000000,24
2026-06-01,gh,RM06B,facebook,"1.3.5",129,searcp,24,30,0.3659000000,20
2026-06-01,gh,RM06B,facebook,"1.3.5",129,skpcp,14,26,0.2532000000,10
2026-06-01,gh,RM06B,facebook,"1.3.5",129,splcp,49,75,0.9804500000,47
2026-06-01,gh,RM06B,facebook,"1.3.5",129,xzcp,35,166,0.9581000000,44
2026-06-01,gh,RM06B,facebook,"1.3.6",138,ALL,121,709,10.7598500000,394
2026-06-01,gh,RM06B,facebook,"1.3.6",138,albcp,26,29,0.7631500000,19
2026-06-01,gh,RM06B,facebook,"1.3.6",138,bkcp,25,28,0.2208000000,5
2026-06-01,gh,RM06B,facebook,"1.3.6",138,cl_open,77,80,2.9202000000,75
2026-06-01,gh,RM06B,facebook,"1.3.6",138,ho_open,64,141,2.1260500000,71
2026-06-01,gh,RM06B,facebook,"1.3.6",138,ngdcp,49,51,0.9894500000,44
2026-06-01,gh,RM06B,facebook,"1.3.6",138,searcp,28,39,0.5173000000,22
2026-06-01,gh,RM06B,facebook,"1.3.6",138,skpcp,15,49,0.3783000000,17
2026-06-01,gh,RM06B,facebook,"1.3.6",138,splcp,57,92,1.2199000000,58
