mapped_scenario,FR07,FR07B,FR08,FR08B,FR09,FR09B,FR001B,FR005,FR004,FR006B,FR002B,FR005B,FR004B,FR006,RM04B,RM04C,RM07,RM07B,RM11B,RM09,RM09B,RM13,RMI2,RMI3,RMI5,RMI6,RM06A,RM08,RM10,RM12,RM06B,RM08B,RM10B,RM12B,RM13B,R307B,R312,R312C,R316,R305B,R305C,R316B,R319,R319B,R321,R321B,R303,R303B,R303C,R306B,R306C,R311B,R313,R313B,R314,R314B,R320,R320B,R322,R322B,R324,R324B,VD001B,VD002B,VD003B,VD003C,PT001,RL01B,PT001B,RL01C,VC001,VC001B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMI3,RMI5,RMI6
4首页进二级页,,,,,,,,,,,,,,,downloint,downloint,bdzyint,bdzyint,lcbdrsgd,locivb,locivb,bdzylist,recentint,zuijinint,recentint,zzjjint,offlcp,inshg,localsing,localmusic,offlcp,inshg,localsing,localmusic,bdzylist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4首页进二级页,,,,,,,,,,,,,,,creatint,creatint,zjgdint,zjgdint,creazjgd,cretivb,cretivb,jrzjlist,cuslistint,zijianint,zjgdint,zzjjint,jclcp,inscret,myselflist,ownlist,jclcp,inscret,myselflist,ownlist,jrzjlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
切换MV播放,,,,,,,,,,,,,,,videoint,videoint,playmvint,playmvint,mxplay,mxgovb,mxgovb,jrmvplay,,,,,,,,,,,,,jrmvplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8搜索,,,,,,,,,,,,,,,scanint,scanint,ssjgint,ssjgint,frontsearc,serchsvb,serchsvb,ssjgq,searchint,sousuoint,ssjgqint,ssjgint,searcp,inssec,resultspop,searchpop,searcp,inssec,resultspop,searchpop,ssjgq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6返回,,,,,,,,,,,,,,,backint,backint,fhint,fhint,baclastym,bckovb,bckovb,djfhsy,returnint,fanhuiint,sgymint,ffhhint,bkcp,insback,comeback,backturn,bkcp,insback,comeback,backturn,djfhsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9切歌,,,,,,,,,,,,,,,playnextint,playnextint,lxdjint,lxdjint,playctncl,qievb,qievb,lxdjxad,nextsongint,qiegeint,lxdjint,llxxint,skpcp,insplayn,switchsong,musicswitch,skpcp,insplayn,switchsong,musicswitch,lxdjxad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5歌曲播放,,,,,,,,,,,,,,,songplay,songplay,lqzzbfint,lqzzbfint,ingplay,laplvb,laplvb,lqxcad,playint,playingint,lqbfint,zzbfint,splcp,inssp,songbegin,musicopen,splcp,inssp,songbegin,musicopen,lqxcad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7歌曲下载,,,,,,,,,,,,,,,playingint,playingint,jilirw,jilirw,dlafter,dwlivb,dwlivb,djxzad,,,,,xzcp,insdown,songload,musicinit,xzcp,insdown,songload,musicinit,djxzad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
首页原生,,,,,,,,,,,,,,,frontpagenav,frontpagenav,,,,,,,tabnav,playernav,tabsmnav,tabbnav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歌手原生,,,,,,,,,,,,,,,artisttnav,artisttnav,,,,,,,singernav,geshounav,singernav,ggssnav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歌单原生,,,,,,,,,,,,,,,lllistnav,lllistnav,,,,,,,playlistnav,gedannav,gdxqynav,ggxqnav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专辑原生,,,,,,,,,,,,,,,albummnav,albummnav,,,,,,,albumnav,zhuanjinav,zjxqynav,zjxqnav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最近播放原生,,,,,,,,,,,,,,,,,,recplaylist,zjlistplay,rcentvb,rcentvb,zjbflist,,,,,,,,,,,,,zjbflist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
搜索原生,,,,,,,,,,,,,,,seachhnav,seachhnav,,,,,,,searchnav,sousnav,sslnav,sslnav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7新手原生,,,,,,,,,,,,,,,,,,lynav,lagenv,lngvb,lngvb,fiveyy,,yyybignv,,yuynav,,,,,,,,,fiveyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
离线歌单插屏,,,,,,,,,,,,,,,,,,,,,,,,lixianint,offlineint,llxxnint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5歌曲播放,,,,,,,,,,,,,,,,,,,,,,,,,,,cscp,inscon,consoleopen,panelstart,cscp,inscon,consoleopen,panelstart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
